Store;DSM;Div;Mall;Address;City;State;Zip;Country;Phone
6070;7103;Claires;LLOYD CENTER;2301 LLOYD CENTER;PORTLAND;OR;97232;USA;503 287 1553
6071;4219;Claires;SQUARE ONE MALL;1201 BROADWAY;SAUGUS;MA;01906;USA;781 231 6870
6072;7110;Claires;STONERIDGE;1308 STONERIDGE MALL #D-131;PLEASANTON;CA;94588;USA;925 416 1398
6073;6002;Claires;HANFORD MALL;1675 W. LACEY BLVD SPACE G-6;HANFORD;CA;93230;USA;559 584 3582
6074;5205;Claires;NORTH POINT MALL;2174 NORTH POINTE CIRCLE;ALPHARETTA;GA;30022;USA;770 667 9271
6075;5203;Claires;STATESBORO MALL;718 NORTHSIDE DR EAST STE #15;STATESBORO;GA;30458;USA;912 489 2533
6076;5203;Claires;MILLEDGEVILLE MALL;2400 N. COLUMBIA STREET #A9;MILLEDGEVILLE;GA;31061;USA;478 452 7203
6077;6201;Claires;SOUTHAVEN TOWNE CENTER;6554 TOWN CENTER LOOP;SOUTHAVEN;MS;38671;USA;662 349 0264
6079;5304;Claires;TOWN CENTER AT BOCA RATON;6000 GLADES ROAD SUITE 1110;BOCA RATON;FL;33431;USA;561 361 0915
6080;4316;Claires;GREEN ACRES MALL;2014 GREEN ACRES MALL SPC 204B;VALLEY STREAM;NY;11581;USA;516 823 0913
6082;4316;Claires;BROADWAY MALL;RT 106 & NORTHERN STATE P;HICKSVILLE;NY;11801;USA;516 932 1237
6083;6004;Claires;WESTFIELD CARLSBAD;2525 EL CAMINO REAL SPACE 138;CARLSBAD;CA;92008;USA;760 720 0803
6084;4316;Claires;SMITH HAVEN MALL;408 SMITH HAVEN MALL    C04;LAKE GROVE;NY;11755;USA;631 361 9206
6085;7102;Claires;THE OUTLET COLLECTION SEATTLE;1101 OUTLET COLLECTION RD#1049;AUBURN;WA;98001;USA;253 833 2374
6087;4105;Claires;FASHION SQUARE MALL;4853 FASHION SQUARE MALL;SAGINAW;MI;48604;USA;989 797 3905
6088;6007;Claires;FASHION SQUARE (WEST);14006 RIVERSIDE DR. SPACE 241;SHERMAN OAKS;CA;91423;USA;818 385 0613
6089;6207;Claires;TURTLE CREEK MALL;1000 TURTLE CREEK DRIVE #50;HATTIESBURG;MS;39402;USA;601 268 1896
6091;5203;Claires;DUBLIN MALL;2005 VETERANS BOULEVARD;DUBLIN;GA;31021-7537;USA;478 274 0525
6092;6206;Claires;MALL ST. VINCENT;1133 ST. VINCENT AVENUE;SHREVEPORT;LA;71104;USA;318 425 1550
6093;4316;Claires;WST-SOUTH SHORE;1701 SUNRISE HIGHWAY #F-11;BAY SHORE;NY;11706;USA;631 665 5433
6094;7017;Claires;HILLTOP MALL;5019 2ND AVE #16;KEARNY;NE;68847;USA;308 236 8946
6096;6106;Claires;RIVER HILL MALL;200 SIDNEY BAKER ST. SO.;KERRVILLE;TX;78028;USA;830 257 5909
6097;6006;Claires;LAGUNA HILLS MALL;24155 LAGUNA HILLS SUITE 1680;LAGUNA HILLS;CA;92653;USA;949 770 6455
6098;5302;Claires;PLAZA DEL CARIBE;2050 PONCE BY PASS STE 122;PONCE;PR;00717;USA;787 840 7117
6099;4125;Claires;GROVE CITY PREMIUM OUTLET;1911 LEESBURG GROVE CITY #850;GROVE CITY;PA;16127;USA;724 748 4253
6103;5201;Claires;LYNNHAVEN MALL;701 LYNNHAVEN PKWY #1068;VIRGINIA BEACH;VA;23452;USA;757 463 3904
6105;4317;Claires;MENLO PARK;386 MENLO PARK     SPC2590;EDISON;NJ;08837;USA;732 632 9733
6107;4317;Claires;QUAKER BRIDGE MALL;255 QUAKER BRIDGE MALL 1239B;LAWRENCEVILLE;NJ;08648;USA;609 799 7710
6108;5301;Claires;MAYAGUEZ MALL S.C.;975 AVE. HOSTOS STE #115;MAYAGUEZ;PR;00680;USA;787 265 3966
6109;4326;Claires;SECURITY SQUARE MALL;6901 SECURITY BLVD., SPACE 369;BALTIMORE;MD;21244;USA;410 281 1791
6110;5307;Claires;LAKESIDE VILLAGE;1557 TOWN CENTER DRIVE;LAKELAND;FL;33803;USA;863 682 4539
6112;7110;Claires;GREAT MALL-BAY AREA;447 GREAT MALL DRIVE STE 134;MILPITAS;CA;95035;USA;408 934 9799
6113;6011;Claires;ARROWHEAD TOWNE CENTER;7700 W ARROWHEAD TWN CTR #1040;GLENDALE;AZ;85308;USA;623 979 1132
6115;5005;Claires;ONE NORTH STATE STREET;5 NORTH STATE STREET;CHICAGO;IL;60602;USA;312 727 0263
6117;6006;Claires;MONTCLAIR PLACE;5167 MONTCLAIR PLAZA LANE;MONTCLAIR;CA;91763;USA;909 625 7856
6119;6002;Claires;THE OAKS-THOUSAND OAKS;266 W. HILLCREST DRIVE;THOUSAND OAKS;CA;91360;USA;805 494 1225
6120;4121;Claires;TRI-COUNTY MALL;11700 PRINCETON PIKE;CINCINNATI;OH;45246;USA;513 671 8141
6121;6002;Claires;WST-VALENCIA T/C;24201 W.VALENCIA BLVD.SPC 2258;VALENCIA;CA;91355;USA;661 253 2130
6122;5310;Claires;LAGRANGE MALL;1501 LAFAYETTE PARKWAY;LA GRANGE;GA;30240;USA;706 845 1093
6124;6008;Claires;WESTFIELD MALL PALM DESERT;72-840 HIGHWAY 111 STE 435;PALM DESERT;CA;92260;USA;760 346 9254
6125;6209;Claires;VILLAGE SQUARE MALL;2601 CENTRAL & HWY 50 BYPASS;DODGE CITY;KS;67801;USA;620 227 7622
6127;7014;Claires;PRAIRIE HILLS MALL;1681 3RD AVENUE WEST  #93;DICKINSON;ND;58601;USA;701 227 3753
6129;7014;Claires;WESTGATE MALL-BRAINERD;14136 BAXTER DRIVE;BAXTER;MN;56425;USA;218 828 4797
6131;5214;Claires;SOMERSET MALL;4150 S. HWY 27;SOMERSET;KY;42501;USA;606 678 4636
6132;7111;Claires;SANTA ROSA PLAZA;1001 SANTA ROSA PLAZA;SANTA ROSA;CA;95401;USA;707 575 0677
6135;4217;Claires;NATICK COLLECTION;1245 WORCESTER STREET #2022;NATICK;MA;01760;USA;508 653 0024
6136;5010;Claires;FAIR OAKS MALL-COLUMBUS;2272 25TH STREET;COLUMBUS;IN;47201;USA;812 375 9246
6138;4213;Claires;THE MAINE MALL;364 MAINE MALL RD STE 815;SOUTH PORTLAND;ME;04106;USA;207 773 5133
6139;7211;Claires;BELMAR;7160 W ALASKA DRIVE;LAKEWOOD;CO;80226;USA;303 742 2064
6140;5203;Claires;AUGUSTA MALL;3450 WRIGHTSBORO RD SPC. #2187;AUGUSTA;GA;30909;USA;706 737 6831
6141;4219;Claires;THE MALL AT FOX RUN;50 FOX RUN ROAD #L -10;NEWINGTON;NH;03801;USA;603 431 1564
6142;4217;Claires;EASTFIELD MALL;1655 BOSTON ROAD;SPRINGFIELD;MA;01129;USA;413 543 8209
6143;4107;Claires;FRANKLIN PARK;5001 MONROE  SPC # 1100;TOLEDO;OH;43623;USA;419 473 0187
6145;5301;Claires;AGUADILLA MALL;CARR. #2  KM 126.5;AGUADILLA;PR;00605;USA;787 882 4140
6146;6006;Claires;THE SHOPS-MISSON VIEJO;398SHOPS AT MISSION VIEJO ST;MISSION VIEJO;CA;92691;USA;949 364 3420
6147;7101;Claires;NORTHGATE SHOPPING CENTER;401 NE NORTHGATE WAY STE #511;SEATTLE;WA;98125;USA;206 365 3891
6148;7101;Claires;ALDERWOOD MALL;3000 184TH ST SW  ROOM 522;LYNNWOOD;WA;98037;USA;425 771 2042
6149;5301;Claires;PLAZA DEL SOL-BAYAMON;725 WEST MAIN STREET  1580;BAYAMON;PR;00956;USA;787 780 7117
6153;4308;Claires;THE MALL @ PRINCE GEORGES;3500 EAST WEST HWY  #1434;HYATTSVILLE;MD;20782;USA;301 559 2061
6154;7111;Claires;SERRAMONTE CENTER;35 SERRAMONTE CENTER;DALY CITY;CA;94015;USA;650 994 6504
6155;5302;Claires;SANTA ROSA MALL;RD #2 & AGUAS BUENAS AVENUE;BAYAMON;PR;00619;USA;787 269 1975
6157;6113;Claires;THE WOODLANDS MALL;1201 LAKE WOODLANDS  SPC2040;THE WOODLANDS;TX;77380;USA;281 364 7155
6158;6110;Claires;TRINITY VALLEY S.C.;2630 N JOSEY LANE;CARROLLTON;TX;75007;USA;972 820 7320
6159;4220;Claires;DARTMOUTH MALL;147 N. DARTMOUTH MALL RD;NORTH DARTMOUTH;MA;02747;USA;508 984 4456
6160;5302;Claires;TU TU PARK;#26A ESTATE CHARLOTTE AMALIE;ST. THOMAS;VI;00802;USA;340 775 2133
6162;4306;Claires;KING OF PRUSSIA MALL;ROUTE 202 AND 363, #5;KING OF PRUSSIA;PA;19406;USA;610 962 0446
6163;7014;Claires;VIKING PLAZA;3015 HIGHWAY 29 SOUTH;ALEXANDRIA;MN;56308;USA;320 762 2266
6165;5201;Claires;INDEPENDENCE MALL;3500 OLEANDER DRIVE;WILMINGTON;NC;28403;USA;910 452 9501
6166;6112;Claires;BAYBROOK MALL;1336 BAYBROOK MALL;FRIENDSWOOD;TX;77546;USA;281 486 5050
6169;5303;Claires;SOUTHLAND MALL-MIAMI;20505 S. DIXIE HIGHWAY;MIAMI;FL;33189;USA;305 251 2307
6170;4204;Claires;VIEWMONT MALL;100 VIEWMONT MALL;SCRANTON;PA;18508;USA;570 344 2377
6171;4316;Claires;BRIDGEHAMPTON COMMONS;2044 MONTAUK HWY SPACE 80;BRIDGEHAMPTON;NY;11932;USA;631 537 0363
6172;6201;Claires;DYERSBURG MALL;2700 LAKE ROAD;DYERSBURG;TN;38024;USA;731 285 8084
6174;5214;Claires;TIMES SQUARE MALL;3917 BROADWAY ST;MT. VERNON;IL;62864;USA;618 242 5220
6175;4110;Claires;FAIRLANE TOWN CENTER;18900 MICHIGAN AVE SPC #N-108;DEARBORN;MI;48126;USA;313 441 2364
6176;6010;Claires;BREA MALL;1123 BREA MALL;BREA;CA;92821;USA;714 671 3916
6179;5301;Claires;PLAZA LAS AMERICAS;525 FD ROSSEVELT AVE. 1ST FL;SAN JUAN;PR;00918;USA;787 767 3747
6180;5215;Claires;WEST TOWN MALL;7600 KINGSTON PIKE SPC#1146;KNOXVILLE;TN;37919;USA;865 694 4174
6186;4315;Claires;KINGS PLAZA SHOPPING CTR;5169 KINGS PLAZA MALL STE 244;BROOKLYN;NY;11234;USA;718 258 9208
6187;6011;Claires;PARADISE VALLEY MALL;4550 EAST CACTUS RD.;PHOENIX;AZ;85032-7717;USA;602 494 1670
6188;4324;Claires;POUGHKEEPSIE GALLERIA;2001 SOUTH RD;POUGHKEEPSIE;NY;12601;USA;845 297 0640
6191;5303;Claires;FLORIDA KEYS OUTLET CENTER;250 EAST PALM DRIVE #165;FLORIDA CITY;FL;33034;USA;305 248 7680
6192;5210;Claires;CUMBERLAND MALL;1325 CUMBERLAND MALL SE;ATLANTA;GA;30339;USA;770 434 1744
6193;4203;Claires;COLONIAL PARK MALL;4600 JONESTOWN RD SPC 20;HARRISBURG;PA;17109;USA;717 545 8719
6194;5303;Claires;WESTLAND MALL-HIALEAH;1675 W 49TH STREET;HIALEAH;FL;33012;USA;305 558 4635
6195;7014;Claires;WATERTOWN MALL;1300 9TH AVE, S.E.;WATERTOWN;SD;57201;USA;605 882 3948
6198;6111;Claires;FIREWHEEL TOWN CENTER;385 CEDAR SAGE DRIVE;GARLAND;TX;75040;USA;972 495 1960
6199;7016;Claires;BURNSVILLE CENTER;1041 BURNSVILLE CENTER;BURNSVILLE;MN;55306;USA;952 435 3606
6201;4316;Claires;ROOSEVELT FIELD MALL;630 OLD COUNTRY ROAD SPC 1079A;GARDEN CITY;NY;11530;USA;516 873 5332
6202;7108;Claires;SIERRA VISTA MALL;1050 SHAW AVENUE  STE 1015;CLOVIS;CA;93612;USA;559 297 5369
6204;7017;Claires;SOUTHPARK MALL-SPENCER;901 11TH STREET, S.W.;SPENCER;IA;51301;USA;712 262 0078
6205;4124;Claires;BEACHWOOD PLACE;26300 CEDAR ROAD;BEACHWOOD;OH;44122;USA;216 292 4219
6206;4308;Claires;WST-MONTGOMERY;7101 DEMOCRACY BLVD #1000;BETHESDA;MD;20817;USA;301 469 9606
6207;7101;Claires;EVERETT MALL;1402 SE EVERETT MALL WAY #193;EVERETT;WA;98208;USA;425 347 5149
6208;5301;Claires;GALLERIA AT GRAN CARIBE #20-A;CARR. ESTATAL NUM 2, KM 29.7;VEGA ALTA;PR;00692;USA;787 883 8078
6212;7016;Claires;WOODBURY LAKES;9140 HUDSON ROAD;WOODBURY;MN;55125;USA;651 730 0083
6213;4210;Claires;EASTVIEW;201 EASTVIEW MALL;VICTOR;NY;14564;USA;585 425 4050
6216;6008;Claires;PUENTE HILLS MALL;1600 S AZUSA AVENUE UNIT #138;CITY OF INDUSTRY;CA;91748;USA;626 965 3520
6219;4326;Claires;TANGER O.C. REHOBOTH;36698 BAYSIDE OUTLET DR.STE270;REHOBOTH BEACH;DE;19971;USA;302 227 3680
6220;5311;Claires;TANGER O.C. FOLEY;2601 S. MCKENZIE ST SUITE 116;FOLEY;AL;36535;USA;251 943 4244
6221;5305;Claires;SANIBEL FACTORY STORES;20350 SUMMERLIN ROAD #3160;FORT MYERS;FL;33908;USA;239 466 0110
6223;7015;Claires;THUNDERBIRD MALL;1408 S. 12TH AVE SUITE A;VIRGINIA;MN;55792;USA;218 741 2207
6224;7209;Claires;SOUTHLANDS;6155 SOUTH MAIN STREET #E110;AURORA;CO;80016;USA;303 627 6268
6225;6205;Claires;CENTRAL MALL-PORT ARTHUR;3100 HIGHWAY 365;PORT ARTHUR;TX;77642;USA;409 722 8751
6226;7106;Claires;VACAVILLE PREMIUM OUTLETS;131M NUT TREE ROAD SUITE B;VACAVILLE;CA;95687;USA;707 446 2218
6230;4121;Claires;BRIDGEWATER FALLS;3423 PRINCETON ROAD #131;HAMILTON;OH;45011;USA;513 894 1600
6232;7211;Claires;THE OUTLETS @ CASTLE ROCK;5050 FACTORY SHOPS BLVD  #655;CASTLE ROCK;CO;80108;USA;303 688 2792
6233;7208;Claires;TANGER O.C. PARK CITY;6699 N. LANDMARK DRIVE;PARK CITY;UT;84098;USA;435 649 4119
6234;5305;Claires;ELLENTON PREMIUM OUTLETS;5363 FACTORY SHOPS BLVD.;ELLENTON;FL;34222;USA;941 723 6919
6235;5208;Claires;JACKSON PLAZA;377 WEST JACKSON STREET;COOKEVILLE;TN;38501;USA;931 526 9976
6236;5207;Claires;BOONE MALL;1180 BLOWING ROCK ROAD;BOONE;NC;28607;USA;828 262 5759
6237;5210;Claires;CALHOUN PREMIUM OUTLETS;455 BELWOOD ROAD;CALHOUN;GA;30701;USA;706 625 3377
6238;5308;Claires;SEMINOLE TOWNE CENTER;273 TOWNE CENTER BLVD;SANFORD;FL;32771;USA;407 321 7436
6240;4204;Claires;LAUREL MALL;260 LAUREL MALL;HAZLE TOWNSHIP;PA;18202;USA;570 459 2117
6243;5208;Claires;STONES RIVER MALL;1720 OLD FORT PARKWAY SPC#B130;MURFREESBORO;TN;37129;USA;615 848 6907
6244;4326;Claires;CONCORD MALL;4737 CONCORD PIKE;WILMINGTON;DE;19803;USA;302 477 0336
6246;5310;Claires;FLORENCE MALL;301 COX CREEK BLVD;FLORENCE;AL;35630;USA;256 766 2680
6247;5302;Claires;PLAZA CAROLINA;HWY #3 & LOIZA AVENUE #256;CAROLINA;PR;00987;USA;787 762 7209
6252;6110;Claires;HIGHLAND VILLAGE M.P.;1501 COTTONWOOD CREEK;HIGHLAND VILLAGE;TX;75077;USA;972 317 4352
6253;6113;Claires;WESTWOOD VILLAGE;33020 FM 2978 SPC #525;MAGNOLIA;TX;77354;USA;832 934 0719
6255;6006;Claires;THE SHOPPES @ CHINO HILLS;13865 CITY CENTER DRIVE #3075;CHINO HILLS;CA;91709;USA;909 548 3283
6257;6106;Claires;VILLAGE AT STONE OAK;22706 US HGHWY 281 NORTH #103;SAN ANTONIO;TX;78259;USA;210 497 3708
6258;6111;Claires;WAXAHACHIE TOWNE CENTER;1314 HWY 77 NORTH SPC # 3;WAXAHACHIE;TX;75165;USA;972 937 0133
6260;5203;Claires;THE SHOPPES AT RIVER CROS;5080 RIVERSIDE DR  SPC #406;MACON;GA;31210;USA;478 475 4291
6263;6105;Claires;PALMS CROSSING;3300 EXPRESSWAY 83 SPC # 175;MC ALLEN;TX;78501;USA;956 683 0367
6264;4220;Claires;PATRIOT PLACE;270 PATRIOT PLACE SPC # E-13;FOXBOROUGH;MA;02035;USA;508 543 4241
6268;6012;Claires;TEMPE MARKETPLACE;2000 E.RIO SALADO PKWY # 1233;TEMPE;AZ;85281;USA;480 921 4265
6269;5001;Claires;MARSHFIELD MALL;503 IVES STREET;MARSHFIELD;WI;54449;USA;715 384 3299
6271;4308;Claires;FAIR OAKS MALL;11750 FAIR OAKS;FAIRFAX;VA;22033;USA;703 359 0582
6273;4107;Claires;BRIARWOOD;670B BRIARWOOD CIRCLE;ANN ARBOR;MI;48108;USA;734 930 1655
6274;5304;Claires;BOYNTON BEACH MALL;801 N. CONGRESS AVE.  ROOM 747;BOYNTON BEACH;FL;33426;USA;561 732 5351
6277;4213;Claires;CROSSGATES MALL;1 CROSSGATES MALL ROAD  C209;ALBANY;NY;12203;USA;518 456 6123
6278;5206;Claires;CROSS CREEK MALL;232 CROSS CREEK MALL;FAYETTEVILLE;NC;28303;USA;910 487 3708
6280;5305;Claires;EDISON MALL;4125 CLEVELAND AVE SPC #1801;FORT MYERS;FL;33901;USA;239 936 5600
6281;4212;Claires;WESTFARMS;500 WESTFARMS MALL SPC #217;FARMINGTON;CT;06032-2615;USA;860 313 0024
6282;4306;Claires;SPRINGFIELD MALL-PA;1250 BALTIMORE PIKE;SPRINGFIELD;PA;19064;USA;610 544 2333
6283;6112;Claires;MEMORIAL CITY MALL;303 MEMORIAL CITY SPC #707A;HOUSTON;TX;77024;USA;713 973 7756
6285;6001;Claires;QUEENS MARKETPLACE;201 WAIKOLOA BEACH DRIVE;WAIKOLOA;HI;96738;USA;808 886 8905
6288;7108;Claires;WEST VALLEY MALL;3200 N. NAGLEE ROAD SPC # 233;TRACY;CA;95376;USA;209 833 6297
6289;6113;Claires;CYPRESS TOWNE CENTER;25905 NW FREEWAY;CYPRESS;TX;77429;USA;281 256 2645
6290;5002;Claires;GOLF MILL;282 GOLF MILL S.C.SPACE 282;NILES;IL;60714;USA;847 297 3449
6293;7212;Claires;LINCOLN CITY OUTLETS;1500 SE E. DEVILS LAKE RD #600;LINCOLN CITY;OR;97367;USA;541 996 6632
6294;7106;Claires;ARDEN FAIR;1689 ARDEN WAY SPC# 2184A;SACRAMENTO;CA;95815;USA;916 922 9951
6298;7015;Claires;ROSEDALE CENTER;10 ROSEDALE CENTER STE 560;ROSEVILLE;MN;55113;USA;651 631 1826
6299;6007;Claires;NORTHRIDGE FASHION CENTER;9301 TAMPA AVENUE;NORTHRIDGE;CA;91324;USA;818 886 8826
6301;6011;Claires;OUTLETS AT ANTHEM;4250 W. ANTHEM WAY;PHOENIX;AZ;85086;USA;623 465 7178
6306;6212;Claires;647 MASSACHUSETTS ST;647 MASSACHUSETTS ST;LAWRENCE;KS;66044;USA;785 840 9149
6307;4212;Claires;TANGER O.C. WESTBROOK;314 FLAT ROCK ROAD;WESTBROOK;CT;06498;USA;860 399 7905
6308;6111;Claires;TANGER O.C. TERRELL;301 TANGER DRIVE;TERRELL;TX;75160;USA;972 524 6442
6309;4306;Claires;CUMBERLAND MALL;3849 SOUTH DELSEA DRIVE #B-23;VINELAND;NJ;08360;USA;856 327 8889
6311;5004;Claires;BURR RIDGE VILLAGE CENTER;480 VILLAGE CENTER DRIVE;BURR RIDGE;IL;60527;USA;630 325 4283
6312;5208;Claires;NASHVILLE WEST S.C.;6720 CHARLOTTE PIKE #101;NASHVILLE;TN;37209;USA;615 353 2728
6320;7110;Claires;WST-OAKRIDGE;925 BLOSSOM HILL RD STE #1547;SAN JOSE;CA;95123;USA;408 362 0662
6322;6107;Claires;LAKELINE MALL;11200 LAKELINE MALL DR SP B-2;CEDAR PARK;TX;78613;USA;512 331 7343
6324;5010;Claires;TANGER O.C. TUSCOLA;I-57 AND US 36  C-100;TUSCOLA;IL;61953;USA;217 253 6506
6328;5001;Claires;TOS AT OSHKOSH;3001 SOUTH WASHBURN ST. #D180;OSHKOSH;WI;54901;USA;920 235 3148
6333;6206;Claires;VICKSBURG FACTORY OUTLET;4000 SOUTH FRONTAGE ROAD;VICKSBURG;MS;39180;USA;601 638 1235
6336;5304;Claires;CORAL SQUARE;9299 W. ATLANTIC BLVD.;CORAL SPRINGS;FL;33071;USA;954 755 6831
6337;5307;Claires;LAKELAND SQUARE MALL;3800 N. HIGHWAY 98;LAKELAND;FL;33805;USA;863 859 6274
6338;4125;Claires;BOULEVARD MALL;716 ALBERTA DRIVE #529;BUFFALO;NY;14226;USA;716 835 4430
6339;6113;Claires;WILLOWBROOK MALL;1152 WILLOWBROOK MALL;HOUSTON;TX;77070-5789;USA;281 894 5720
6347;5210;Icing;TOWN CENTER AT COBB;400 ERNEST BARRETT PKWY #D04A;KENNESAW;GA;30144;USA;770 421 8021
6348;4125;Icing;WALDEN GALLERIA;SPACE # D-220 WALDEN GALLERIA;BUFFALO;NY;14225;USA;716 685 9132
6349;7102;Claires;SOUTHCENTER;2836 SOUTHCENTER MALL;TUKWILLA;WA;98188;USA;206 243 0845
6350;4324;Claires;PARAMUS PARK;700 PARAMUS PARK MALL #1650;PARAMUS;NJ;07652;USA;201 261 6643
6351;4124;Claires;AURORA FARMS PREMIUM OUTLETS;549 S CHILLICOTHE RD SPC 200;AURORA;OH;44202;USA;330 995 9231
6353;6110;Claires;SOUTHLAKE TOWN SQUARE;323 GRAND AVE EAST;SOUTHLAKE;TX;76092;USA;817 416 4295
6354;5309;Claires;ST. AUGUSTINE PREMIUM OUTLETS;2700 STATE RD 16, STE 201;ST. AUGUSTINE;FL;32092;USA;904 824 1996
6355;5308;Claires;INDIAN RIVER MALL;6200 20TH STREET;VERO BEACH;FL;32966;USA;772 770 1644
6359;5304;Claires;THE GARDENS MALL;3101 PGA BLVD.;PALM BEACH GARDENS;FL;33410;USA;561 775 5602
6361;5010;Claires;EDINBURGH PREMIUM OUTLETS;11701 NORTH EXECUTIVE DRIVE;EDINBURGH;IN;46124;USA;812 526 7824
6364;5201;Claires;CAROLINA PREMIUM OUTLETS;1025 OUTLET CENTER DR   STE510;SMITHFIELD;NC;27577;USA;919 989 6966
6370;4110;Claires;TANGER O.C. HOWELL;1475 NORTH BURK HART ROAD;HOWELL;MI;48843;USA;517 545 3675
6371;5305;Claires;EAGLE RIDGE MALL;728 EAGLE RIDGE DRIVE SP 412;LAKE WALES;FL;33853;USA;863 678 0443
6373;4302;Claires;LIVINGSTON MALL;112 EISENHOWER PARKWAY #1069;LIVINGSTON;NJ;07039;USA;973 535 3221
6376;5303;Claires;DUVAL STREET;402 DUVAL STREET;KEY WEST;FL;33040;USA;305 292 9867
6378;7108;Claires;MEADOWOOD MALL;5410 MEADOWOOD MALL CIR;RENO;NV;89502;USA;775 827 8111
6380;4219;Claires;SOLOMON POND MALL;601 DONALD LYNCH BLVD;MARLBOROUGH;MA;01752;USA;508 303 0289
6382;6010;Claires;LAKEWOOD CENTER;371 LAKEWOOD CENTER  SPC371;LAKEWOOD;CA;90712-2409;USA;562 602 1456
6383;5308;Claires;THE LOOP - KISSIMEE;3228 NORTH JOHN YOUNG PKWY;KISSIMMEE;FL;34741;USA;407 931 0225
6386;6010;Claires;STONEWOOD CENTER;346 E STONEWOOD STREET SP G-13;DOWNEY;CA;90241;USA;562 862 2234
6389;4105;Claires;BIRCH RUN PREMIUM OUTLETS;12365 S. BEYER SPC#C-065;BIRCH RUN;MI;48415;USA;989 624 4005
6390;6010;Claires;BURBANK TOWN CENTER;201 E. MAGNOLIA BLVD. #388;BURBANK;CA;91502;USA;818 558 7426
6391;7103;Claires;WASHINGTON SQUARE-TIGARD;9612 SW WASHINGTON SQUARE RD;TIGARD;OR;97223;USA;503 620 5857
6392;7110;Claires;EASTRIDGE-SAN JOSE;2200 EASTRIDGE LOOP SPC.#2043;SAN JOSE;CA;95129;USA;408 274 0874
6393;6010;Claires;WESTMINSTER MALL-CA;1065 WESTMINSTER MALL;WESTMINSTER;CA;92683;USA;714 891 3995
6394;6010;Claires;WST-MAINPLACE;2800 NORTH MAIN PLACE;SANTA ANA;CA;92705;USA;714 953 7470
6395;4317;Claires;MONMOUTH MALL;ROUTE 35 & WYCOFF ROAD;EATONTOWN;NJ;07724;USA;732 389 8810
6397;6002;Claires;PISMO BEACH PREMIUM OUTLETS;333 FIVE CITIES DRIVE;PISMO BEACH;CA;93449-5003;USA;805 773 9010
6401;6110;Claires;IRVING MALL;2408 IRVING MALL;IRVING;TX;75062;USA;972 252 4433
6403;6205;Claires;PRIEN LAKE MALL;460 W. PRIEN LAKE ROAD;LAKE CHARLES;LA;70601;USA;337 477 0260
6405;5203;Claires;TANGER O.C. LOCUST GROVE;1000 TANGER DRIVE;LOCUST GROVE;GA;30248;USA;770 957 7476
6406;7210;Claires;ORCHARD TOWN CENTER;14643 ORCHARD PARKWAY SPC #600;WESTMINSTER;CO;80020;USA;303 450 0573
6408;7108;Claires;MARKETPLACE @ RIVER PARK;7810 VIA DEL RIO SPC #220-A;FRESNO;CA;93720;USA;559 261 4515
6409;5001;Claires;OUTLET AT THE DELLS;210 GASSER ROAD;BARABOO;WI;53913;USA;608 253 4569
6410;6001;Claires;QUEEN KA'AHUMANU CENTER;275 KAAHUMANU AVENUE SPC# 1BO7;KAHULUI;HI;96732;USA;808 871 2434
6411;4212;Claires;THE SHOPPES @ FARMINGTON;110 ALBANY TURNPIKE;CANTON;CT;06019;USA;860 693 4305
6413;7210;Claires;PROMENADE SHOPS AT CENTERRA;5897 SKY POND DRIVE # K-154;LOVELAND;CO;80538;USA;970 613 0256
6414;6008;Claires;WESTSIDE PAVILION;10800 W. PICO BLVD.;WEST LOS ANGELES;CA;90064;USA;310 446 0063
6415;6111;Claires;SHERMAN TOWN CENTER;3916 TOWN CENTER STREET;SHERMAN;TX;75091;USA;903 891 7229
6420;6211;Claires;BRANSON LANDING;715 BRANSON LANDING BLVD;BRANSON;MO;65616;USA;417 239 0186
6421;7212;Claires;LANCASTER MALL;831 LANCASTER DRIVE N.E.;SALEM;OR;97301;USA;503 588 8005
6422;6104;Claires;COTTONWOOD MALL;10000 COORS BY PASS;ALBUQUERQUE;NM;87114;USA;505 792 9011
6424;6214;Claires;THE MEADOWS;20 MEADOWS CIRCLE DR SPC#206;LAKE SAINT LOUIS;MO;63367;USA;636 695 4233
6425;4110;Claires;SOMERSET COLLECTION;2800 N.W. BIG BEAVER RD.;TROY;MI;48084;USA;248 649 5880
6426;5304;Claires;BROWARD MALL;8000 W BROWARD BLVD SPC 1323;PLANTATION;FL;33388;USA;954 236 2292
6427;4217;Claires;BERKSHIRE MALL-LANESBORO;655 CHESHIRE ROAD;LANESBORO;MA;01237;USA;413 499 5572
6430;6007;Claires;WST-SANTA ANITA;400 S BALDWIN  STE #C-14;ARCADIA;CA;91007;USA;626 574 9564
6431;5310;Claires;BIG SPRINGS VILLAGE;11521 US HWY 431 SOUTH SPC #K;GUNTERSVILLE;AL;35976;USA;256 891 4985
6432;6004;Claires;PARKWAY PLAZA;733 PARKWAY PLAZA;EL CAJON;CA;92020;USA;619 447 6559
6433;6004;Claires;WST-HORTON PLAZA;269 HORTON PLAZA  BOX 86;SAN DIEGO;CA;92101;USA;619 338 9277
6436;6105;Claires;OUTLET SHOPPES AT EL PASO;7051 SOUTH DESERT BLVD #E507;CANUTILLO;TX;79835;USA;915 877 5609
6438;4125;Claires;F.O. NIAGARA FALLS USA;1952 MILITARY ROAD SP #65;NIAGARA FALLS;NY;14304;USA;716 298 5772
